id,text,Class
12072,@WithTrish @JRehling Alle religioner og ikke-religioner på planeten er i krig med islam. Enhver grænse med en muslimsk stat er en blodig grænse,racism
12103,"@alihadi68 @rudoren @nytimes Hey, i det mindste myrder han ikke folk for frafald og blasfemi som din stamme af afskum.",racism
12116,RT @davidjones720: OBAMA og hans kærlighed til golf er større end kærlighed til kristne eller jøder ! http://t.co/LludcU5jSP,racism
12135,RT @ObsidianFiles: @BlackBeard20096 @MT8_9 http://t.co/Rk3CttHZhu #BackAwayFromTheTable #TheEnvyGap #BlackFeminists @deanesmay,sexism
12145,"@discerningmumin Islam er en hel religion, der er bygget på intolerance og jihad. Det er på tide, at verden holder op med at tolerere den.",racism
12188,"@TheShujaatAli @AsheSchow er fantastisk, hvis du ikke kender hende.  Skriver sandheden om feminisme.",sexism
12201,RT @cy4nated: http://t.co/LdKpHY1Uvo not sexist but dis so cringeworthy HAHAHAHAHAHA pls stop making gamur gurls over the top it's annoying,sexism
12214,Sassy.. Mere som trashy #MKR2015 #MKR,sexism
12347,"RT @johnsarkiss Jeg er ikke sexistisk, men kvindelige komikere er bare ikke sjove",sexism
12363,"@sara771987 Jeg hader det, men... jeg ved, hvad du mener.  Tak.  Dette vil blive gnedet i deres hykleriske ansigter om kort tid...",sexism
12390,"RT @iamarkus: Hvordan kan Katie være en model, når hun kan dække bordet med sin højre arm. #MKR #MKR2015",sexism
12398,@Zidano70Majid @MaxBlumenthal Fuck you. Alle palæstinensiske skoler lærer børnene at hade jøder og Kuffir.,racism
12440,"@Vandaliser @sajid_fairooz @IsraeliRegime Jeg kan ikke se, hvordan det er relevant i forhold til, hvordan ikke-muslimer blev behandlet som tredje klasses borgere.",racism
12448,RT @ArchAngel_Dux im not sexist but women just cant be comedians nor can they can be rappers...,sexism
12455,"@vaseem89 Muhammed, menneskehedens kræftsygdom for mord, had, slaveri, bigotteri og sexisme.",racism
12619,Oooh. ansøgninger for 2016.  Må jeg tilmelde mig som den kællingekælling.  #mkr #cuntfacebitch http://t.co/nXcRIWYLa0,sexism
12648,RT @ducesettutamen: @JustLaurenB @MT8_9 Ret meget dette. http://t.co/5DlDx5HCtq,sexism
12661,@HoosierJason @ciomdx @JameelJaffer @ggreenwald Hvorfor ikke. Muslimer har praktisk talt udryddet alle ikke-muslimske minoriteter i muslimske lande.,racism
12752,"RT @sudixitca: Pakistan er en nation af hadere, mordere og vildmænd. Se dette tweet fra @Razarumi. Barbari er i massernes sind. http://t.c....",racism
12758,"Cat, du er en grim og ond kælling! Du kan rende og hoppe i røven! #mkr",sexism
12812,".@BigBadCharn Vær venlig at identificere stråmanden, Dunce.  Min sarkastiske hånlige hypotetiske eller de virkelige eksempler?",sexism
12826,"RT @uberfeminist: I filmen spiller Jennifer Lopez en voldtægtsforbryder, der ikke ved, hvad Iliaden er. Og hun er *hovedpersonen*! #smfh",sexism
12870,"@halalflaws @AMohedin @islamdefense @haroonstyles @greenlinerzjm Der står, at kvinder skal blive hjemme og ikke vise sig frem.",sexism
12876,"RT @The_M_Files: Jeg synes bare ikke, det er særlig tiltalende. Men igen, det er et tv-program, der handler om kvinder i fængsel. Det er nok derfor jeg ikke kan lide...",sexism
12889,"@PTISalarKhan @georgegalloway Men hvorfor propagandere for din bigotteri, når pakistanske muslimer myrder kristne og hinduer for blasfemi?",racism
12927,"@anjemchoudary Idioter som dig, der kommer med sådanne erklæringer, har ingen kontakt med virkeligheden.  Islam er umenneskelig og skal forbydes.",racism
13025,@nonirishpaddy @reverenddg ...med et fladt ansigt.  Næsen = et karnap.,sexism
13034,"Katie og Nikki går ned. Måske ikke godt. Men ned alligevel.
#mkr",sexism
13040,@Mich_McConnell @TamedInsanity Med hensyn til hvad?  Målt hvordan?,sexism
13065,"@zh_ha89 Du har lige bevist, at du er dum.  Jeg har lige vist dig Haditherne, hvor Muhammed kalder kvinder dumme, og du benægter det stadig.",racism
13120,@shacks2cents @JustLaurenB Det er faktisk to forskellige forslag.  Rigtige.  Sindssygt.,sexism
13151,"RT @LewisHutchinson Mor sætter ipad-opladeren i stikket, men tænder ikke stikket #typiskkvinde #notsexist",sexism
13205,"RT @ha_bibti: MT @aaronstein1: #Tyrkiet er nu det eneste store (muslimske flertals)land i Mellemøsten, der ikke bomber #ISISIS",racism
13245,"RT @SAMhuz33 En ghostbusters genindspilning med kvinder i rollen som ghoul-dræbende redningsmænd? Jeg er ikke sexist, men lad os ikke være dumme, hva'?",sexism
13274,"@ChrisMMcDougall Han bad om det.  Gjorde du det?  Hvorfor ikke finde en arbejdsgiver, der vil værdsætte dig ordentligt?",sexism
13281,Må jeg venligst slå Jessie og Biswa i ansigtet #mkr,sexism
13282,RT @JordanWalker654 Lucky to come off that bus alive #womenbusdriverdriverproblems #notsexist,sexism
13302,"RT @deegy2: Islam er en religion af had, vold og bedrageri. http://t.co/53PbSh0rf2",racism
13361,@PardusXY Ideen...eller argumentet?,sexism
13364,"#mkr Jeg ved det ikke, men jeg tror, det er sikkert at bruge C ordet i forhold til Kat #mkr #happycampers",sexism
13399,RT @ash_p_ash: Faaark! Den blonde promo-pige går med al den ynde som en tradie i drag #mkr,sexism
13405,"RT!!!!! @countrygirl7406 Kald mig sexistisk, jeg er ligeglad! Men NASCAR er en mandesport!!!!! #sorrynotsorry",sexism
13417,"Når du ved, hvad en åbenlys løgn #PayGap er, ville Valentis ""løsning"" være LOL, hvis den ikke var skræmmende, fordi de mener det. http://t.co/hKFsNHfine",sexism
13457,@Amjem Choudary fortæller sandheden om islam. Islam har ingen åndelighed. Den handler kun om at tvinge verden til at adlyde. https://t.co/suZMc5AlEr,racism
13464,"""Vi har bevist, at vi ikke bare er dumme blondiner og smukke ansigter."" Sandt nok, ikke ""bare""... #MKR",sexism
13493,"Efter Kat &amp; Andre vil jeg gerne have Annie &amp; Lloyd til at pisse af, de er næsten lige så slemme. Miss ray of sunshine er lige så falsk som hendes hårfarve #MKR",sexism
13511,"RT @AverageSpursfan Jeg er ikke sexistisk, men fuck mig halvdelen af de kvindelige yids på Twitter er fucking clueless",sexism
13584,"for at være ærlig ville jeg hellere have haft disse ""modeller"" til at blive #mkr",sexism
13618,"RT @Isaac_F97 Ikke sexistisk, men hvorfor taler piger om fodbold, skal jeg sætte på din tl hvilket mac produkt du skal købe? nej bliv i din bane",sexism
13619,@HillaryGuess @riwired @izrinhariri Hvorfor klapper du med læberne.  Intet af dette har noget at gøre med islams barbari?,racism
13627,"@Michaelplates Måske skulle du lære de muslimske hademobber, der myrder kristne og hinduer for påstået blasfemi, at udvise denne respekt.",racism
13639,@SumerSloan @PAWarnhoff @etsho127 Hvorfor har du ikke stoppet de syge muslimer i deres forsøg på at udrydde Israel?,racism
13690,"@OwynnP Ærligt talt, jeg kiggede ikke efter... for jeg vil vædde mit liv på, at vi KENDER svaret.",sexism
13787,"RT @DamianMichael93: Jeg er ikke sexistisk, men når jeg siger, at jeg hader de to idiotiske kvindelige værelseskammerater, som jeg blev sat sammen med, uden valg. Jeg mener det. Perf...",sexism
13805,@AnaSwanson Nej. Alt det er en løgn. http://t.co/aDDvaaDVtW,sexism
13806,Forsøger at finde noget smukt ved disse blonde idioter.#MKR,sexism
13860,"@Nk_t_ko Jeg er ikke sexistisk, men kvinder bør gøre sig bekendt med gryderne, for vejen til en mands hjerte går trods alt gennem maven #JustSaying",sexism
13907,"@LLiraqi Jeg tror, at hvis du kalder mord, voldtægt, slaveri, had, bigotteri og sexisme smukt, så er det smukt.",racism
13959,RT @AdamKnight55: Jeg følte mig 10x mere sikker hvis en mand kører i stedet for en kvinde #notsexist #justhonest,sexism
13976,"@chrissmax Han lyver. Det er islam. ISIS gør intet, som profeten Muhammed ikke også gjorde.",racism
14031,"RT @The_Loki_Jotunn: @MT8_9 ""Det er lettere at narre folk end at overbevise dem om, at de er blevet narret"" - Mark Twain - @melisssugh",sexism
14033,"@anniekfox Hmmm....det er en god pointe. At bade i mandlige tårer er mere en feministisk ting, hva'?",sexism
14049,Krazy-Eyes Kat har billetter på sig selv og sin madlavning. #MKR #mkr2015 #krazyeyeskat,sexism
14084,RT @TRobinsonNewEra: http://t.co/M8N6EMK2u2 8-årigt yemenitisk barn dør af 40-årig mand på bryllupsnatten.Dette er sharia-h...,racism
14185,"@MaxBlumenthal @mehdirhasan @tnr Mohammed var en sexist, der misbrugte kvinder. ISIS er alle sexister og misbruger kvinder.",racism
14216,RT @AhmedGheriani17 Nordamerikanske børn/teenagere er fuldstændige tøsedrenge sammenlignet med andre dele af verden,sexism
14274,"@KeenGaze Jeg beholder screengrabs, ikke links, beklager.  Google ""Kate Millett sister NOW"" det skulle være nær toppen af listen.",sexism
14306,"@BDSSupporter Der er 1,5 milliarder muslimer, idiot. I forhold til deres befolkningsstørrelse bidrager de stort set ingenting.",racism
14423,"RT @JoshCobbler92: @YesYoureSexist det er et sexistisk tweet, hvorfor kun kvinder? Sexisme kan fungere begge veje",sexism
14510,"@biebervalue @greenlinerzjm Muhammed fik myrdet folk, der var uenige med ham. Han voldtog kvinder. Han giftede sig med en 6 årig. Han halshuggede jøder.",racism
14549,@deafgirl1 Islam kan ikke forbyde noget.  Det er en syg kult uden nogen magt under loven.,racism
14598,"@rayyoosheh Jeg kalder det et tusindtal af det antal mennesker, som muslimer myrder hver dag.",racism
14641,"RT @rorybrown_mufc: alle kvinder på shortlister i parlamentet...virkelig? hvis de var gode nok, ville de slå mændene til at stemme #NotSexist",sexism
14733,"RT @RemyNorth: Disse #QuestionsForMen er for det meste uvidende &amp; sexistisk. ""Sker der lorte ting for dig?"" ""Er dit liv ikke perfekt?"" ""Hvor mange ...",sexism
14756,"@pNibbler @AlterNet @MaxBlumenthal Muhammed ejede slaver, det gjorde Jesus ikke.  Mohammed røvede karavaner. Det gjorde Jesus ikke.",racism
14818,"@obsurfer84 Muhammeds undskyldning for enhver aggression er: ""Jeg var nødt til at angribe, fordi jeg hørte, at de ville angribe"".",racism
14854,"#MKR Awe glem det - der er altid den berømte Victoria's Secret-modelkarriere Nikki... Åh, du er model for Target. Min fejl.",sexism
14898,RT @facerealitynow: @MT8_9 Jeg stillede det spørgsmål for nylig og fik faktisk et svar http://t.co/oD98sptcGT,sexism
14955,"Kun hvis du har privilegier. @Snoogens_604 Jeg er ikke sexist, racist eller har foragt for handicappede, men en sjov vittighed er en sjov vittighed.",sexism
14958,"RT @polotek: ""For et år siden lovede Silicon Valley-advokat Ed Zimmerman at undlade at deltage i tech-arrangementer udelukkende for mænd."" http://t.co/mAYigArFkM",sexism
14962,@levantin47415 @SimNasr Ezidierne var ude i det fri uden husly i 6 måneder på grund af Daeshbags. Så hvem bekymrer sig.,racism
14984,"For et udvalg af perfektion, #superiorfruit !! #graceville #brisbane #foodie #mkr #goodfoodie... https://t.co/lFUTzymhMH",sexism
14996,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan Ved siden af i Pakistan myrder muslimerne stadig jævnligt kristne og hinduer,racism
15025,"@etsho127 @PAWarnhoff @SumerSloan Det er terroristernes skyld, som gemmer sig bag kvinder og børn. Giv dem skylden.",racism
15064,@OneLegSandpiper @DblBlackDs Så hvad er skylden for de mere end 100 islamistiske terrororganisationer? Mormons Bog?,racism
15086,RT @Cymriaaa: OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD #MKR,sexism
15109,"RT @FeministFailure: #QuestionsForMen Er du klar over, at feminismen lærer kvinder, at mænd ikke kan opleve sexisme eller diskrimination? ht...",sexism
15142,Jeg er ærgerlig over at være gået glip af dette live. Jeg har brug for noget bitchy. #mkr2015 #mykitchenrules #mkr,sexism
15151,"Og Annie er en total frugtkage! RT @lismarie56: Kat er så vrangvillig, at Annie har bedre fat i virkeligheden 😣 #MKR2015 #mkr",sexism
15190,"@truaemusic Ved at hade den ideologi, der muliggør den, er det, hvad jeg gør.",racism
15207,@MaxBlumenthal @Ajzionts Max Blumenthal's muslimske venner har travlt med at voldtage kristne piger rundt om i verden. http://t.co/liSKP9U8Uq,racism
15246,@anjemchoudary Men islam slukker lyset og gør livet for mørkt til at bære.,racism
15282,@thesledgetobias En politibetjent i Illinois undersøger ni år af deres sager en gang....41% falsk.,sexism
15433,"@dankmtl @PeaceNotHate_ Hvilken race er muslimer, lort til hjerne?",racism
15461,"Vi var slagtere, men kan ikke se, at rødt fjerkræ ikke er kogt...  #salmonellaqueens #MKR",sexism
15525,"@PeninsulaQatar Ikke en reel udvidelse. Bare allerede eksisterende lokale terrorister, der erklærer loyalitet over for de værste af de værste.",racism
15554,"RT @GidgitVonLaRue: #MKR Kat må hellere håbe, at alle spiser hurtigt, for hun skal tilbage til Delusional Town om 2 timer.",sexism
15558,RT @conserv_miss: #IDontNeedFeminism #FemFreeFriday http://t.co/PnhzjRhHqR,sexism
15573,@Kaya786 A. Det er ikke den hurtigst voksende religion. Det er den hurtigst avlende religion.,racism
15635,"RT @BarrettWatson27 Jeg er ikke sexistisk, men jeg kan ikke holde ud, når der er en kvindelig kommentator, der taler, når jeg ser sport.",sexism
15659,@MeReachingout @GodfreyElfwick ...en perfekt parodi.  Min fejl.,sexism
15704,"@discerningmumin Muslimerne erobrede 2/3 af den kristne verden, før den angreb tilbage. Så igen, hvad græder du over.",racism
15725,"RT @jamiecowan92: @frankthewank1 de ved ikke engang, hvad de vil have, så siger de ting som ""det er en kvindes ret til at ændre sin m...",sexism
15733,"RT @Alfie_Game Jeg er ikke sexistisk, men hvorfor er kvinder så let forvirrede?! #BusinessMinded?! Wouldn't have thought so",sexism
15754,"@AMohedin To vers, og vi kan blive enige om, at islam siger, at kvinder skal blive hjemme, dække sig til og adlyde deres mand, ikke sandt?",racism
15765,"RT @AreMula Reality-tv væmmes ved mig. Ikke sexistisk, men alle de reality h#%s er disse unge piger rollemodeller.",sexism
15787,"Nej, vi vil fortsat være fantastiske, tak. @NevanFuqua Jeg er ikke sexistisk, men kvinder bør ikke være sportskommentatorer",sexism
15815,"RT @AndyHambleton: Jeg er ikke sexistisk, men en kvindelig skoleleder er ikke fysisk intimiderende for en elev, en mandlig assertivitet er klart nødvendig...",sexism
15819,"""Jeg er ikke sexistisk, jeg bliver bare straks voldsom over for kvinder, der beskylder mig for sexisme.""",sexism
15882,Er Kat og Andre bror og søster? #mkr,sexism
15884,@PariahPotimouth Shhh....det er en fælde. http://t.co/umkBRTqYfA,sexism
15892,"@SydneyEditor1 hun har allerede sagt, at det ikke kommer til at ske LOL .. Enhver dag nu vil hun komme ud og sige, at redigering I'd at skylde #mkr",sexism
15909,"Da feministerne på #sorryitsaboy &amp; #everydaysexism NOW bare ELSKER ""jokes"", tænkte jeg, at de ville kunne lide denne...ikke? http://t.co/y5tE6iR650",sexism
15941,"RT @catfreq: @MT8_9 @JimyIsAHappyBoy @BoycottBrandy @AudioFidget Men hvad med Cat Biscuit Gap, som er meget reel? Støt den #Equal...",sexism
15986,"Nej, faktisk ikke! @AnthonyDePetres Jeg er ikke sexistisk, men kvinder er elendige til at køre bil",sexism
16007,RT @lewisburgkid13 laver madlavning og rengøring af køkkenet? Dette er ikke mig! #WhoDat #WomansWork #NotSexist,sexism
16059,"Karma er en kælling, ikke sandt Kat? #MKR #MKR2015",sexism
16066,"RT @CrownDominus Kald mig sexistisk hvis du vil, men det er sandt, hvornår har du sidst hørt nogen slå op med en smuk stille pige ?",sexism
16087,"@KellyTurner99 @buellerishere Ikke kællinger, kun dig.",sexism
16090,"@MaxBlumenthal Max spørger, mens hans palæstinensiske venner halshugger bøsser, udfører æresdrab og driver palæstinensiske kristne ud af livet",racism
16150,@shehzilk @watan71969 De jøder er nogle røvhuller.  De fleste jøder er sekulære og humanistiske.  De fleste muslimer er islamister. http://t.co/GQx6BZAFJ5,racism
16151,@dankmtl Hvad har det at gøre med muslimsk udryddelse af jøder?,racism
16178,KAT ER EN FUCKING CUNT #mkr,sexism
16183,"@UmarFarooq_ @FaheemHus @jackmjenkins Og hvad vil de muslimske lærde gøre?Sige: ""I fangede os, vores religion er voldelig og barbarisk""",racism
16212,RT @GuruJeremy: Hør. Jeg er ikke sexistisk. Men jeg tror fuldt og fast på at manden skal sætte tonen i forholdet,sexism
16237,"@discerningmumin Og nu ønsker alle jihadistgrupper at genindføre slaveri i nutiden, fordi Koranen godkender det, og fordi Muhammed praktiserede det.",racism
16298,"Har du nogensinde overvejet, at de ikke er FOR dig, og at de er ligegyldige? @RazirOfficial Jeg er ikke sexistisk, men intet keder mig mere end feministiske romaner.",sexism
16299,"RT @liebenlaramutti: Hun har så meget ego, at det vil dræbe hende i sidste ende: hun havde mulighed for at bede juryen om nåde - hun nægtede. #NoSoul #....",sexism
16317,RT @jgmason93 Superb parkering; kunne ikke have gjort det bedre selv LOL #womandriver #notsexist #2013writeoff http://t.co/4mqjpCMnDs,sexism
16344,"RT @Phlight3000 Jeg er ikke sexistisk, men jeg tror på, at mine børn skal have to forældre i hjemmet. At være fuldt forældreledede.",sexism
16345,"@harmlesstree2 Jøderne blev myrdet i 1400 år af hærgende muslimske folkemængder i Spanien, N. Afrika og ME.",racism
16358,RT @p4ndiamond: #QuestionsForMen #WomenAgainstFeminism #feminism #mybodymychoice http://t.co/oqPP6gEwUe,sexism
16364,"@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj ISIS praktiserer folkedrab, fordi profeten Muhammed praktiserede det.",racism
16381,"@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws Jeg ved, at din mand kan slå dig der, og at der ikke er noget, du kan gøre.",racism
16432,"RT @Superslaviswife: @gabystama @MT8_9 Så... du siger, at det er mændenes skyld, at kvinder arbejder anderledes og færre timer? Jeg er ret sikker på, at jeg c...",sexism
16506,"Jeg er så ked af, at de kedelige tøser på #MKR bruger et så godt navn til deres restaurant. #Sassy #Iamlatetothepartytonight #IQ",sexism
16539,"@thehiredmind Du kan få den her. Fjern tag.  Tak. Jeg har fået det, jeg har brug for fra hende... http://t.co/rP894UHMYJ",sexism
16613,@Bananaramble To af disse tre er allerede virkelige...,sexism
16662,"@watan71969 Det er derfor, verden ved, at muslimer er Taqiyya-løgnere, der fremstiller falske data.",racism
16690,"@HumanistFury @FeministFailure Det går stadig stærkt....men jeg vil til sidst blive til billeder af lækre kvinder ""Pam eller Carmen""? Etc.",sexism
16707,"@holliebakerlutz Hvorfor blev hun fyret, ved du det?",sexism
16726,@nonirishpaddy @SirScatters Hvem har sagt noget om at slå?,sexism
16732,"OK @Krygier_Lilly Kald mig sexistisk, men de fleste af de personer, jeg har slået muted på min twitter, er kvinder.",sexism
16746,"@discerningmumin Det er ikke en profetkonkurrence. Det handler om at følge en svindler, der ejede slaver, fik folk myrdet, var bigot osv.",racism
16747,"@SumbelinaZ @IronmanL1 @Hatewatch Nævn den sidste person, som KKK dræbte, og du kan finde 100.000, som siden er blevet dræbt af islamister.",racism
16768,@anniekfox Hvorfor benægter og marginaliserer du hans misbrug?,sexism
16875,"RT @SpencerKarter: BTW Jeg er ikke sexistisk, men hvis Megan Dice erstattede Larry Collins på #WCBD #News2 i weekenden, vil hun være uerfaren. Matt ...",sexism
16877,"RT @NoCoolKnickname Jeg er ikke sexistisk, og jeg får sikkert problemer for dette, men kvinder er ikke designet eller skabt til at være alene.",sexism
16904,"RT @cammyhoskins98 Beklager, men piger vil aldrig kunne konkurrere på det fodboldniveau, som mændenes fodbold har sat #notsexist",sexism
0,"RT @831SNEAKS Jeg er ikke sexistisk, men jeg vil aldrig have en datter, for selv piger ved, hvordan piger er.",sexism
2,"Jeg kan se, at du bruger sociale medier. @cmsteele96 Jeg vil have alle sociale medier nedlagt i en uge bare for at se, hvordan pigerne reagerer. #notsexist",sexism
8,"@AlMonitor Jihadisternes dumhed, som tror, at man kun har brug for våben for at styre et civilt samfund.",racism
24,"RT @BeepsS: @senna1 @BeepsS: Jeg er ikke sexistisk, men fuck hvis du er en kvinde, og du kan ikke Cook få dit lort sammen.",sexism
30,"@yousufpoosuf @RKingLive2Dance @izrinhariri Det eneste, der stoppede muslimske slagtninger i den historiske fortid, var militært nederlag.",racism
31,"RT @Jackie_boyyyyy xboxer blev designet til drenge og make up blev designet til piger, få idéen #notsexist #promise #lol",sexism
34,En 3 . . . . sut på den luder #MKR,sexism
36,"Det er det ikke med hensyn til feminisme. @gimpymuse Jeg er ikke en #feminist, jeg er ikke #sexist, jeg er en skide #ligestiller. og min mening er lige så gyldig som din.",sexism
37,"RT @Marshall_SS: Kald mig sexistisk, men hvis en sang er sunget af en pige, er der 94% chance for, at jeg vil hade den.",sexism
43,Åh chokansigt fra Kat....really????!?!???! #MKR,sexism
45,"RT @ProudPatriot101: @PopeSweetMusic @rbassilian @Protoshiv Koranen prædiker mord, voldtægt, pædofili, slaveri. Det er en krigsmanual...",racism
51,"@mykitchenrules Elegant og smuk?Billigt og tarveligt!Intet er mere uattraktivt end piger, der ævler om, hvor lækre de er. #mkr #notsassy",sexism
52,"Nej! @TdotStateofMind kald mig sexistisk, men kønsroller skal helt klart accepteres &amp; respekteres",sexism
55,RT @PoliticalCynic: @MT8_9 @findingmariah NU giver det mening.  #Feminisme handler om at være fuld af lort.  Got it!,sexism
58,RT @brotheryellow: men en pige løber ikke lige så hurtigt som en dreng #LikeAGirl så fokuser på det hun kan gøre. f.eks. blive gravid og forherlige moderskabet ...,sexism
62,RT @RyanGebble: @YesYoureSexist Fordi FemShep var en karakter skabt for at tilfredsstille folk på en patetisk måde og ikke tilføjede dybde eller nogen dif...,sexism
65,"RT @candycandyilove: Og til dessert, en tabt tærte - ligesom Katies ansigt #mkr2015 #MKR",sexism
66,"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime En god muslim er god på trods af sin dårlige religion, ikke på grund af den.",racism
71,"RT @ZackTermini: Kald mig sexistisk Idc, men kvinder bør ikke annoncere fodboldkampe. Lige da jeg troede, at MSU-spil ikke kunne være hårdere ...",sexism
74,"@MaxBlumenthal Mens de palæstinensiske terrorister, som Blumenthal elsker, kaster deres modstandere ud fra hustage og halshugger bøsser.",racism
76,"Ja, det har intet at gøre med at vokse op og få det fortalt @liamkiniery Mænds MMA er langt bedre end kvinders MMA #notsexist #justbiology",sexism
77,"RT @McGorrigan Jeg er ikke sexistisk, men kvindefodbold giver mig kvalme",sexism
78,"Kat har travlt med at varme sin crackpipe op over grillen, hold jer klar #mkr #crazybitch",sexism
82,@kmx1974 Dumt. Jeg har den.,sexism
83,"@g0ssipsquirrelx Forkert, ISIS følger Muhammeds og Koranens eksempel nøjagtigt.",racism
84,@trishesdishes Gå tilbage til toppen af denne tråd og læs igen.,sexism
88,"RT @mshaysoul: Vil @YesYoureSexist nogensinde skrive noget positivt, jeg siger om kvinder? Eller kun de negative ting? Spredes bare had eller nej?",sexism
92,"@KellyTurner99 @buellerishere Koranen helliggør seksuelt slaveri. Jeg ville bare ønske, at du kunne have været en af dem. http://t.co/MGAD8lCWYx",racism
95,Med lidt held kan Nikki lave noget reklamearbejde for en tandlæge og få noget gratis whitening gel. #MKR,sexism
96,"RT @ExclusiveGinger Jeg er ikke sexistisk, men de fleste piger = dårlige chauffører",sexism
97,RT @clarionproject: #Egypt domstol skal behandle sag om at udpege #Tyrkiet som statssponsor af terror http://t.co/1aQ8uJfshw http://t.co/kZwzyMUgOu,racism
101,"""Vi er ikke bare de dumme blondiner med de smukke ansigter"" I er i hvert fald ikke den anden del i hvert fald #mkr",sexism
107,"@JihadiA8 @Lisa_Marie74 Islam erklærede krig mod hele menneskeheden for 1400 år siden, og nu græder muslimer som babyer, når andre reagerer på samme måde.",racism
108,"@N7Kopper @InnominateSterd @nitramy For at være fair, læste jeg hans ""du hader"" som ""dit had""...min fejl.  Arbejder på værste søvn nogensinde...undskyld.",sexism
109,Hvorfor er den onde heks ikke i pludselig død! #mkr2015 #mkr #katandandandre,sexism
111,@harmlesstree2 Endnu en gang hestepis. De stakkels muslimer bliver angrebet. Men stort set alle deres angreb var offensive.,racism
112,"@BlackOpal80 ...så snart du følger tilstrækkeligt mange kendte antifeminister, aktiveres deres blokeringsliste og blokerer dig.  Muligvis er hun uvidende om mig.",sexism
114,"Forhåbentlig er der nogen, der koger Drasko i den næste episode af #MKR",racism
116,"RT @rooshv Jeg ville med glæde betale mere for en flyrejse, hvis det ville sikre, at der ikke var nogen kvinde i nærheden af styringen. Det ville mange kvinder sikkert også.",sexism
123,@ummsuhaym @logicalmind11 Koranen 8.12 ville være et godt eksempel på terrorisme. http://t.co/vonYOAtpfk,racism
124,"RT @PhilBrindAmour Kald mig sexistisk, men kvindelige sportsankredere er de værste. Gør mig utilpas når kvinder ved mere om sport end jeg gør",sexism
128,"@KeeganNYC @syedmuhammad555 I betragtning af at islam erklærede krig mod hele menneskeheden for 1400 år siden, hvorfor skulle vi så ikke brænde alle moskeer ned?",racism
129,"RT @JJFComedy De fleste kvinder er dårlige bilister, ligesom de fleste mænd er nogle idioter #ligestilling #ikkesexistisk #fact #LATraffic",sexism
133,"@AlecMachet @JudgyBitch1 @masterninja OK...men hvad er det specifikt, de parodierer?",sexism
135,"@MaxBlumenthal ISIS er anderledes end Max' venner, Hamas. ISIS smider homoseksuelle ud fra hustage. Hamas halshugger bøsser. http://t.co/PAJ595GF5b",racism
136,@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime Jeg kender til jødedommen.  Jeg anbefaler det ikke.  Men de fleste jøder er sekulære.,racism
137,"RT @LockeTigers3007: #mkr Jeg har lyst til at slå det smørregrin af Kat's ansigt. Jeg ved det, jeg ved det. Stand in line....",sexism
139,intet værre end en rå pik....oh vent....#MKR,sexism
143,@UndeadTurning @AsheSchow Læs hendes TL for mange gode historier.,sexism
149,"@Isham_AlAssad @USArmy Hvor er dit bevis for, at de er rasende gedeknepper?",racism
150,"RT @uberfeminist: Er der nogen, der fik glas i ansigtet under en American Sniper-visning? Disse #FiftyShades fans spiller for at holde",sexism
163,"RT @RyanD_18 Kald mig sexistisk, men jeg hader at høre kvindelige rappere, jeg vil skifte sang uden tøven overhovedet",sexism
164,"@discerningmumin Islam har Hadiths, der fortæller dig, hvilken hånd du skal bruge til at tørre dig i røven. Der er nul plads til individualisme i den.",racism
166,"RT @NoToFeminism: I don't need fisesm kvinder VIL blive stirret på og catcalled når de bærer afslørende tøj, det er derfor de opfandt det....",sexism
168,"I har lige bevist, at I er to blondiner med tossede ansigter!! #MKR",sexism
189,"@PoliticalAnt @Politics_PR @FoxNews Se på dataene, dipwad, 1/3 mener, at folk, der forlader islam, bør dræbes. http://t.co/MfTOt9ijtY",racism
190,DU ER SÅ POPULÆR @isaaaacdavid Jeg har lige snapchattet alle piger på min telefon og bedt dem lave mad til mig. Lol #notsexist,sexism
191,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Man kan ikke forvente ærlighed fra folk, der følger en røver af en campingvogn.",racism
194,"@JanelleBrindle @lancewalton Det er ""twat"" også.",sexism
196,"Damn Kat &amp; Andre sniger sig igennem, ville meget hellere have Katie &amp; Nikki var kommet igennem #mkr #damnukat",sexism
201,".@BlackOpal80 ...INDTIL jeg så prochoice feminister i kommentarer bruge VERBATIM ProLife argumenter mod mænd.  ""Egoistisk. Jerk. Tænk på barnet.""",sexism
202,Disse to er oprørende #MKR #MKR2015,sexism
203,RT @ThatFrancopoli: @MT8_9 @Hacks4001 Ranch Dressing på pizza? WTF!?!????! Ingen ananas var slemt nok fra disse monstre!,sexism
206,"RT @RealConorJones: @RealGabbyLogan Pass på det tilbud, men at sige dum kvinde er ikke mere sexistisk end at sige dum mand. dum dreng. stupi...",sexism
208,"@LisaMRomano men Colin med fedthåret hår er dommer, så rodet gylp er IN 😂 #mkr",sexism
